,0
48423,31.47
48424,9.7
48425,4.9
48426,6.5
48427,4.1
48428,12.1
48429,4.5
48430,13.7
48431,10.9
48432,5.3
48433,11.7
48434,6.5
48435,5.7
48436,10.9
48437,10.9
48438,9.3
48439,23.3
48440,7.3
48441,7.7
48442,3.3
48443,6.9
48444,6.9
48445,4.5
48446,7.3
48447,4.5
48448,4.9
48449,3.3
48450,4.9
48451,16.5
48452,9.3
48453,4.9
48454,5.7
48455,10.1
48456,10.9
48457,9.3
48458,17.7
48459,2.9
48460,16.1
48461,7.3
48462,13.3
48463,11.7
48464,14.1
48465,30.1
48466,5.3
48467,21.3
48468,7.3
48469,6.9
48470,10.1
48471,14.1
48472,3.3
48473,4.5
48474,11.7
48475,6.5
48476,11.7
48477,20.1
48478,18.1
48479,5.7
48480,8.1
48481,4.1
48482,19.7
48483,5.7
48484,11.7
48485,14.5
48486,7.7
48487,6.5
48488,19.3
48489,12.5
48490,11.3
48491,4.5
48492,14.5
48493,6.5
48494,9.3
48495,28.5
48496,5.3
48497,6.9
48498,6.1
48499,4.9
48500,3.7
48501,3.3
48502,5.7
48503,9.7
48504,8.9
48505,25.47
48506,14.1
48507,12.1
48508,3.7
48509,30.1
48510,11.7
48511,4.1
48512,5.3
48513,3.7
48514,5.3
48515,6.1
48516,4.5
48517,8.1
48518,10.1
48519,26.67
48520,4.5
48521,4.9
48522,11.3
48523,8.9
48524,49.57
48525,5.3
48526,5.3
48527,13.3
48528,6.1
48529,10.9
48530,5.7
48531,4.9
48532,14.5
48533,6.9
48534,4.9
48535,7.7
48536,13.7
48537,7.3
48538,6.5
48539,9.3
48540,9.3
48541,9.7
48542,49.57
48543,8.5
48544,8.1
48545,7.3
48546,4.5
48547,4.9
48548,4.9
48549,9.7
48550,3.7
48551,7.7
48552,7.7
48553,7.3
48554,10.9
48555,12.1
48556,4.9
48557,33.87
48558,5.7
48559,3.7
48560,5.3
48561,4.9
48562,6.5
48563,8.9
48564,5.3
48565,6.9
48566,3.7
48567,6.1
48568,11.7
48569,8.5
48570,5.7
48571,6.1
48572,11.3
48573,8.5
48574,12.9
48575,4.9
48576,7.7
48577,12.9
48578,6.5
48579,4.9
48580,12.1
48581,8.1
48582,13.3
48583,5.3
48584,8.5
48585,8.5
48586,14.9
48587,3.7
48588,4.5
48589,6.9
48590,9.3
48591,16.5
48592,4.5
48593,7.3
48594,8.9
48595,12.1
48596,6.5
48597,4.9
48598,9.7
48599,4.9
48600,8.5
48601,9.7
48602,26.27
48603,11.7
48604,8.5
48605,6.5
48606,4.5
48607,9.7
48608,10.9
48609,6.5
48610,11.7
48611,18.1
48612,11.7
48613,28.9
48614,10.9
48615,9.3
48616,5.3
48617,7.7
48618,6.5
48619,4.9
48620,3.7
48621,3.7
48622,5.7
48623,14.5
48624,4.1
48625,10.1
48626,11.7
48627,13.7
48628,4.9
48629,5.7
48630,6.9
48631,8.9
48632,4.9
48633,13.3
48634,11.3
48635,7.3
48636,15.3
48637,3.3
48638,28.1
48639,7.7
48640,12.1
48641,4.1
48642,7.7
48643,4.9
48644,5.3
48645,4.5
48646,35.07
48647,4.9
48648,9.7
48649,6.1
48650,7.3
48651,5.7
48652,12.9
48653,7.3
48654,8.9
48655,6.9
48656,24.5
48657,4.5
48658,4.9
48659,7.3
48660,14.5
48661,4.9
48662,16.1
48663,28.27
48664,8.1
48665,15.3
48666,6.9
48667,6.5
48668,10.1
48669,4.9
48670,11.3
48671,49.57
48672,7.3
48673,4.5
48674,9.91
48675,10.5
48676,5.7
48677,6.5
48678,31.3
48679,11.3
48680,4.9
48681,7.3
48682,11.3
48683,12.1
48684,10.5
48685,10.1
48686,8.1
48687,11.3
48688,10.9
48689,9.7
48690,7.7
48691,4.5
48692,9.3
48693,4.1
48694,5.7
48695,9.7
48696,6.9
48697,11.7
48698,31.47
48699,4.5
48700,6.1
48701,6.1
48702,8.9
48703,9.3
48704,4.1
48705,13.3
48706,7.3
48707,3.3
48708,24.1
48709,4.9
48710,5.3
48711,6.1
48712,6.9
48713,7.3
48714,16.9
48715,5.3
48716,11.7
48717,10.1
48718,5.7
48719,7.3
48720,4.1
48721,6.1
48722,7.3
48723,6.5
48724,7.3
48725,15.7
48726,4.9
48727,4.5
48728,4.5
48729,3.7
48730,8.9
48731,14.9
48732,7.7
48733,8.5
48734,11.7
48735,6.1
48736,4.1
48737,13.7
48738,8.5
48739,7.3
48740,5.7
48741,33.07
48742,16.5
48743,4.9
48744,8.5
48745,7.3
48746,11.7
48747,10.5
48748,12.9
48749,5.3
48750,3.7
48751,4.9
48752,10.9
48753,9.3
48754,6.1
48755,20.9
48756,7.3
48757,6.5
48758,8.1
48759,9.3
48760,25.3
48761,8.9
48762,8.1
48763,5.7
48764,6.5
48765,6.9
48766,5.3
48767,6.9
48768,5.7
48769,6.5
48770,16.1
48771,4.9
48772,4.9
48773,8.1
48774,3.7
48775,5.3
48776,6.5
48777,9.7
48778,4.9
48779,4.5
48780,11.3
48781,8.5
48782,10.9
48783,6.5
48784,10.5
48785,3.7
48786,10.9
48787,4.9
48788,2.9
48789,4.5
48790,6.1
48791,15.3
48792,22.5
48793,6.5
48794,8.1
48795,4.5
48796,10.5
48797,7.7
48798,6.9
48799,11.7
48800,6.9
48801,5.7
48802,4.5
48803,13.3
48804,4.9
48805,6.1
48806,10.9
48807,9.3
48808,17.3
48809,6.9
48810,3.7
48811,13.7
48812,7.7
48813,8.5
48814,26.27
48815,12.1
48816,4.9
48817,12.9
48818,11.7
48819,26.9
48820,20.1
48821,3.7
48822,8.1
48823,3.7
48824,10.1
48825,7.3
48826,6.1
48827,6.9
48828,12.1
48829,4.5
48830,6.9
48831,7.3
48832,7.7
48833,10.1
48834,12.5
48835,8.1
48836,6.9
48837,7.7
48838,6.1
48839,14.9
48840,5.3
48841,5.7
48842,16.5
48843,4.1
48844,7.3
48845,19.3
48846,14.5
48847,5.3
48848,3.7
48849,5.3
48850,7.7
48851,4.5
48852,6.9
48853,7.3
48854,14.5
48855,5.7
48856,6.5
48857,10.1
48858,8.5
48859,9.7
48860,3.7
48861,3.3
48862,5.7
48863,6.5
48864,12.1
48865,4.5
48866,5.3
48867,17.7
48868,4.1
48869,6.5
48870,6.5
48871,16.9
48872,5.3
48873,5.7
48874,8.1
48875,4.5
48876,9.3
48877,11.3
48878,6.5
48879,12.5
48880,14.9
48881,13.7
48882,10.1
48883,15.7
48884,12.1
48885,5.7
48886,12.1
48887,16.1
48888,6.1
48889,5.7
48890,8.1
48891,4.9
48892,6.1
48893,8.5
48894,6.1
48895,12.1
48896,12.1
48897,4.9
48898,6.9
48899,6.1
48900,45.0
48901,5.7
48902,5.7
48903,18.9
48904,5.3
48905,9.7
48906,8.5
48907,10.1
48908,10.1
48909,4.5
48910,6.5
48911,4.9
48912,4.9
48913,6.9
48914,4.5
48915,3.7
48916,6.5
48917,5.3
48918,12.9
48919,4.9
48920,8.9
48921,8.1
48922,4.9
48923,7.3
48924,3.7
48925,7.3
48926,6.9
48927,16.5
48928,9.7
48929,8.1
48930,5.3
48931,3.3
48932,10.5
48933,9.3
48934,6.5
48935,14.5
48936,4.9
48937,8.5
48938,20.1
48939,10.1
48940,8.1
48941,4.5
48942,7.3
48943,4.9
48944,7.3
48945,5.3
48946,14.5
48947,12.5
48948,8.9
48949,6.5
48950,8.1
48951,14.9
48952,4.9
48953,4.1
48954,6.1
48955,13.3
48956,10.1
48957,9.3
48958,4.5
48959,4.1
48960,15.3
48961,10.5
48962,8.9
48963,9.3
48964,3.3
48965,9.3
48966,8.1
48967,19.3
48968,20.9
48969,3.7
48970,14.1
48971,9.7
48972,3.7
48973,8.1
48974,34.5
48975,6.1
48976,6.9
48977,6.5
48978,8.5
48979,6.1
48980,8.9
48981,36.0
48982,9.7
48983,19.3
48984,17.3
48985,19.3
48986,6.9
48987,4.1
48988,7.7
48989,9.3
48990,5.7
48991,9.7
48992,4.5
48993,10.1
48994,29.07
48995,2.9
48996,14.5
48997,5.3
48998,9.7
48999,17.3
49000,9.3
49001,3.7
49002,5.7
49003,18.5
49004,10.1
49005,5.7
49006,7.3
49007,7.3
49008,6.5
49009,8.5
49010,4.5
49011,4.1
49012,8.9
49013,9.7
49014,21.7
49015,5.3
49016,7.3
49017,10.1
49018,6.5
49019,5.3
49020,14.1
49021,8.5
49022,10.9
49023,10.5
49024,4.9
49025,7.7
49026,36.99
49027,12.1
49028,5.3
49029,6.9
49030,11.3
49031,6.5
49032,14.9
49033,6.9
49034,32.5
49035,5.7
49036,12.1
49037,9.7
49038,7.7
49039,10.9
49040,25.3
49041,6.9
49042,6.1
49043,11.7
49044,13.7
49045,9.3
49046,4.1
49047,10.5
49048,10.1
49049,6.1
49050,4.9
49051,4.1
49052,8.1
49053,6.9
49054,4.9
49055,5.7
49056,4.9
49057,8.5
49058,7.7
49059,7.7
49060,9.3
49061,4.1
49062,18.9
49063,6.9
49064,6.1
49065,6.5
49066,10.1
49067,6.1
49068,5.3
49069,17.3
49070,7.3
49071,6.5
49072,5.3
49073,21.3
49074,14.1
49075,12.1
49076,10.9
49077,4.9
49078,3.7
49079,8.1
49080,6.9
49081,4.9
49082,18.5
49083,11.3
49084,4.1
49085,6.9
49086,10.9
49087,4.9
49088,6.9
49089,5.3
49090,9.3
49091,4.9
49092,8.1
49093,6.5
49094,9.3
49095,8.1
49096,10.5
49097,9.3
49098,5.7
49099,25.7
49100,4.5
49101,10.9
49102,6.9
49103,22.9
49104,8.1
49105,9.3
49106,4.1
49107,26.5
49108,8.9
49109,31.2
49110,8.1
49111,4.9
49112,14.9
49113,11.7
49114,8.1
49115,3.7
49116,6.5
49117,8.1
49118,5.7
49119,10.5
49120,8.5
49121,14.9
49122,6.5
49123,4.9
49124,9.7
49125,13.3
49126,8.9
49127,7.3
49128,15.7
49129,8.5
49130,8.1
49131,5.7
49132,8.5
49133,5.3
49134,8.1
49135,8.1
49136,15.7
49137,4.1
49138,8.1
49139,3.7
49140,6.1
49141,6.1
49142,4.5
49143,3.3
49144,17.7
49145,4.9
49146,8.5
49147,20.9
49148,8.1
49149,6.1
49150,11.3
49151,7.3
49152,5.3
49153,12.1
49154,4.9
49155,5.7
49156,6.1
49157,12.5
49158,6.9
49159,5.3
49160,9.3
49161,12.1
49162,31.87
49163,3.7
49164,14.9
49165,4.9
49166,11.3
49167,9.7
49168,7.3
49169,4.5
49170,7.3
49171,8.9
49172,16.9
49173,9.7
49174,8.5
49175,12.9
49176,3.3
49177,9.3
49178,4.1
49179,10.9
49180,5.7
49181,6.1
49182,9.7
49183,11.7
49184,3.7
49185,4.9
49186,4.9
49187,8.1
49188,6.1
49189,3.7
49190,6.9
49191,8.1
49192,4.9
49193,31.87
49194,3.7
49195,8.5
49196,5.7
49197,34.67
49198,6.9
49199,6.1
49200,9.7
49201,13.3
49202,4.5
49203,12.9
49204,10.5
49205,7.7
49206,14.9
49207,4.5
49208,8.5
49209,5.3
49210,5.3
49211,6.1
49212,15.3
49213,12.1
49214,4.1
49215,13.7
49216,10.9
49217,10.9
49218,9.3
49219,5.7
49220,6.1
49221,12.1
49222,12.1
49223,23.07
49224,4.1
49225,4.9
49226,24.5
49227,13.3
49228,3.7
49229,7.7
49230,4.5
49231,5.3
49232,8.5
49233,12.1
49234,8.9
49235,10.5
49236,10.1
49237,7.7
49238,4.9
49239,31.2
49240,4.9
49241,10.9
49242,12.1
49243,20.5
49244,17.7
49245,10.9
49246,4.5
49247,8.9
49248,29.3
49249,26.9
49250,8.9
49251,4.1
49252,5.7
49253,33.07
49254,4.9
49255,6.1
49256,5.7
49257,8.1
49258,30.27
49259,4.1
49260,9.7
49261,16.1
49262,10.9
49263,7.3
49264,4.9
49265,13.3
49266,14.9
49267,14.1
49268,15.7
49269,8.9
49270,3.7
49271,10.1
49272,10.9
49273,7.7
49274,5.7
49275,12.5
49276,5.3
49277,3.3
49278,5.7
49279,29.87
49280,7.7
49281,4.9
49282,3.3
49283,8.9
49284,4.9
49285,8.1
49286,7.3
49287,7.7
49288,6.9
49289,9.3
49290,5.3
49291,4.1
49292,6.9
49293,17.3
49294,13.3
49295,7.7
49296,7.7
49297,8.1
49298,4.5
49299,11.3
49300,8.5
49301,4.9
49302,4.1
49303,4.1
49304,9.7
49305,5.7
49306,7.3
49307,4.5
49308,10.9
49309,10.1
49310,7.7
49311,6.1
49312,7.3
49313,14.1
49314,4.9
49315,18.5
49316,10.1
49317,26.5
49318,6.1
49319,9.7
49320,29.47
49321,17.3
49322,6.9
49323,9.7
49324,11.3
49325,7.7
49326,8.9
49327,8.1
49328,5.3
49329,11.7
49330,5.7
49331,8.5
49332,12.5
49333,11.3
49334,6.5
49335,45.0
49336,12.1
49337,6.1
49338,7.7
49339,10.1
49340,7.7
49341,35.3
49342,10.9
49343,6.5
49344,4.5
49345,5.3
49346,5.7
49347,13.7
49348,4.5
49349,10.9
49350,4.5
49351,5.3
49352,8.1
49353,7.3
49354,7.7
49355,7.7
49356,7.3
49357,7.3
49358,8.1
49359,4.9
49360,22.5
49361,8.1
49362,7.7
49363,5.7
49364,8.5
49365,4.1
49366,13.7
49367,18.5
49368,33.47
49369,10.1
49370,9.3
49371,19.7
49372,14.1
49373,14.9
49374,5.3
49375,24.5
49376,9.3
49377,14.5
49378,12.5
49379,3.7
49380,21.7
49381,5.7
49382,22.5
49383,10.1
49384,4.9
49385,10.9
49386,13.7
49387,7.7
49388,16.5
49389,5.7
49390,49.57
49391,11.3
49392,16.1
49393,5.7
49394,5.7
49395,6.5
49396,5.3
49397,15.3
49398,7.7
49399,3.7
49400,4.9
49401,4.9
49402,49.57
49403,8.1
49404,6.9
49405,4.5
49406,4.5
49407,3.7
49408,13.7
49409,11.3
49410,7.3
49411,8.9
49412,8.1
49413,4.9
49414,8.1
49415,10.5
49416,4.1
49417,6.1
49418,14.9
49419,6.9
49420,12.9
49421,5.3
49422,9.3
49423,23.87
49424,4.1
49425,9.7
49426,4.1
49427,3.3
49428,16.5
49429,18.1
49430,6.9
49431,18.9
49432,9.3
49433,5.3
49434,10.5
49435,7.3
49436,18.1
49437,4.5
49438,7.3
49439,4.1
49440,16.9
49441,6.9
49442,5.3
49443,9.7
49444,26.5
49445,6.5
49446,4.1
49447,7.3
49448,4.1
49449,6.9
49450,7.7
49451,9.7
49452,11.3
49453,10.9
49454,8.1
49455,8.1
49456,6.9
49457,6.9
49458,25.7
49459,12.9
49460,7.3
49461,6.1
49462,10.5
49463,4.5
49464,8.1
49465,14.5
49466,5.7
49467,7.3
49468,5.3
49469,5.3
49470,8.5
49471,13.3
49472,10.1
49473,12.9
49474,6.1
49475,7.3
49476,16.1
49477,10.5
49478,8.1
49479,6.1
49480,9.7
49481,8.5
49482,4.9
49483,12.5
49484,4.5
49485,16.5
49486,8.5
49487,7.7
49488,10.5
49489,8.5
49490,18.5
49491,7.7
49492,5.3
49493,12.1
49494,4.9
49495,4.9
49496,16.9
49497,12.1
49498,9.3
49499,8.1
49500,10.5
49501,12.1
49502,12.1
49503,4.9
49504,4.9
49505,18.9
49506,9.7
49507,6.1
49508,8.9
49509,4.9
49510,6.5
49511,8.9
49512,9.3
49513,6.1
49514,3.7
49515,14.1
49516,30.5
49517,6.9
49518,16.1
49519,8.5
49520,7.3
49521,7.7
49522,8.5
49523,6.5
49524,17.7
49525,5.3
49526,5.7
49527,5.3
49528,7.3
49529,24.9
49530,8.9
49531,7.3
49532,6.5
49533,3.3
49534,7.7
49535,13.7
49536,6.5
49537,8.1
49538,7.7
49539,8.1
49540,8.5
49541,11.3
49542,6.9
49543,14.9
49544,13.7
49545,6.9
49546,6.1
49547,6.1
49548,14.5
49549,5.7
49550,3.3
49551,10.9
49552,4.1
49553,4.5
49554,6.5
49555,5.7
49556,6.5
49557,11.3
49558,5.7
49559,13.3
49560,16.5
49561,10.1
49562,10.1
49563,10.1
49564,8.5
49565,14.5
49566,12.9
49567,19.3
49568,5.3
49569,6.9
49570,9.3
49571,16.9
49572,8.1
49573,4.9
49574,4.1
49575,4.9
49576,4.1
49577,13.7
49578,8.1
49579,4.9
49580,4.1
49581,5.7
49582,4.9
49583,3.3
49584,10.9
49585,14.9
49586,6.5
49587,8.5
49588,5.7
49589,10.5
49590,6.9
49591,4.1
49592,5.3
49593,6.5
49594,8.1
49595,12.9
49596,6.1
49597,5.3
49598,12.5
49599,13.7
49600,27.07
49601,10.9
49602,29.47
49603,6.1
49604,4.9
49605,7.7
49606,4.9
49607,8.1
49608,4.9
49609,11.7
49610,45.0
49611,5.7
49612,7.7
49613,7.7
49614,7.3
49615,4.1
49616,12.9
49617,15.3
49618,25.47
49619,4.1
49620,5.3
49621,29.07
49622,9.7
49623,6.9
49624,6.1
49625,5.3
49626,20.9
49627,10.5
49628,12.5
49629,13.3
49630,6.5
49631,6.5
49632,5.7
49633,7.3
49634,23.7
49635,4.9
49636,4.5
49637,5.7
49638,3.7
49639,6.9
49640,6.5
49641,10.9
49642,8.9
49643,10.5
49644,7.3
49645,3.3
49646,7.7
49647,14.1
49648,6.5
49649,14.1
49650,4.1
49651,8.1
49652,6.9
49653,4.1
49654,7.7
49655,16.1
49656,3.7
49657,6.9
49658,7.7
49659,5.3
49660,5.3
49661,6.1
49662,9.7
49663,4.9
49664,49.57
49665,13.7
49666,5.7
49667,8.5
49668,14.9
49669,10.9
49670,49.57
49671,8.5
49672,8.1
49673,3.7
49674,5.7
49675,14.5
49676,8.1
49677,5.7
49678,45.0
49679,4.5
49680,12.1
49681,5.7
49682,5.7
49683,4.9
49684,14.9
49685,2.9
49686,27.07
49687,8.1
49688,10.1
49689,12.1
49690,10.1
49691,13.7
49692,4.9
49693,4.9
49694,19.7
49695,6.9
49696,3.3
49697,8.1
49698,4.5
49699,4.1
49700,11.3
49701,13.3
49702,8.1
49703,29.47
49704,7.3
49705,9.7
49706,6.1
49707,4.5
49708,8.1
49709,6.5
49710,14.1
49711,29.6
49712,7.3
49713,11.3
49714,16.5
49715,4.5
49716,5.7
49717,6.9
49718,8.9
49719,34.5
49720,9.3
49721,6.1
49722,4.1
49723,6.5
49724,8.5
49725,8.5
49726,6.5
49727,27.07
49728,6.5
49729,11.3
49730,10.1
49731,17.7
49732,9.3
49733,2.9
49734,8.9
49735,7.3
49736,4.5
49737,8.1
49738,8.5
49739,12.5
49740,11.7
49741,11.7
49742,21.7
49743,4.1
49744,18.5
49745,6.5
49746,5.3
49747,7.7
49748,6.5
49749,16.5
49750,16.9
49751,6.9
49752,15.3
49753,13.7
49754,11.3
49755,6.5
49756,5.7
49757,7.3
49758,6.5
49759,5.3
49760,6.1
49761,10.9
49762,4.1
49763,4.5
49764,8.1
49765,11.3
49766,4.9
49767,6.5
49768,5.3
49769,8.9
49770,4.1
49771,10.1
49772,5.3
49773,11.3
49774,12.5
49775,4.5
49776,6.1
49777,6.9
49778,22.5
49779,5.7
49780,5.7
49781,5.3
49782,14.5
49783,10.9
49784,6.1
49785,6.9
49786,22.9
49787,6.5
49788,10.1
49789,6.1
49790,17.3
49791,4.9
49792,6.1
49793,10.5
49794,6.5
49795,8.9
49796,14.9
49797,8.1
49798,5.7
49799,6.9
49800,13.7
49801,10.9
49802,7.3
49803,8.9
49804,5.7
49805,5.7
49806,6.1
49807,5.7
49808,4.1
49809,11.7
49810,5.7
49811,12.5
49812,11.7
49813,4.5
49814,7.3
49815,5.7
49816,4.1
49817,9.3
49818,6.9
49819,14.5
49820,4.1
49821,8.5
49822,8.9
49823,6.9
49824,4.5
49825,4.9
49826,49.57
49827,10.9
49828,4.1
49829,5.7
49830,5.3
49831,5.7
49832,11.3
49833,6.5
49834,5.3
49835,16.1
49836,7.3
49837,13.7
49838,7.3
49839,3.3
49840,4.1
49841,6.9
49842,6.5
49843,22.9
49844,14.5
49845,18.5
49846,13.3
49847,4.9
49848,11.7
49849,9.3
49850,21.5
49851,8.9
49852,9.7
49853,4.9
49854,6.5
49855,6.5
49856,7.7
49857,11.7
49858,8.1
49859,8.1
49860,6.1
49861,3.3
49862,3.7
49863,6.1
49864,4.1
49865,19.7
49866,12.1
49867,11.3
49868,25.87
49869,10.5
49870,6.5
49871,6.1
49872,3.7
49873,7.3
49874,31.07
49875,7.7
49876,8.9
49877,7.3
49878,5.3
49879,4.1
49880,6.9
49881,2.9
49882,8.1
49883,3.7
49884,10.9
49885,4.9
49886,9.3
49887,8.9
49888,18.9
49889,6.9
49890,8.9
49891,19.3
49892,5.3
49893,6.9
49894,9.7
49895,17.7
49896,21.3
49897,16.9
49898,10.1
49899,29.07
49900,6.5
49901,4.1
49902,17.3
49903,6.1
49904,12.9
49905,7.3
49906,4.5
49907,7.3
49908,5.7
49909,11.3
49910,7.3
49911,4.1
49912,7.7
49913,10.9
49914,5.7
49915,10.5
49916,3.7
49917,6.5
49918,6.9
49919,6.5
49920,8.5
49921,49.57
49922,5.7
49923,15.3
49924,8.5
49925,8.1
49926,3.7
49927,6.9
49928,6.1
49929,11.7
49930,4.1
49931,10.9
49932,5.7
49933,8.9
49934,35.87
49935,11.7
49936,10.5
49937,4.5
49938,4.5
49939,10.1
49940,10.9
49941,5.7
49942,26.27
49943,14.1
49944,10.9
49945,16.1
49946,4.1
49947,6.1
49948,6.1
49949,8.5
49950,25.7
49951,8.9
49952,13.3
49953,9.7
49954,9.3
49955,4.9
49956,8.5
49957,6.1
49958,10.1
49959,18.1
49960,3.7
49961,45.0
49962,6.1
49963,14.1
49964,13.7
49965,3.7
49966,14.9
49967,12.1
49968,27.3
49969,9.7
49970,8.9
49971,4.5
49972,7.3
49973,4.5
49974,23.7
49975,4.9
49976,5.3
49977,12.1
49978,6.9
49979,17.3
49980,15.3
49981,5.7
49982,12.9
49983,4.1
49984,27.3
49985,11.7
49986,14.5
49987,21.7
49988,15.3
49989,45.0
49990,10.9
49991,12.9
49992,5.7
49993,8.5
49994,20.9
49995,16.9
49996,7.7
49997,12.1
49998,4.1
49999,10.1
50000,15.3
50001,8.1
50002,7.3
50003,5.3
50004,5.3
50005,6.1
50006,4.1
50007,11.3
50008,45.0
50009,8.9
50010,31.7
50011,4.5
50012,10.1
50013,4.9
50014,11.3
50015,8.1
50016,19.3
50017,4.5
50018,9.3
50019,7.3
50020,3.3
50021,6.9
50022,9.3
50023,7.3
50024,24.5
50025,9.7
50026,16.5
50027,6.1
50028,10.1
50029,4.9
50030,8.9
50031,10.1
50032,18.9
50033,14.9
50034,12.9
50035,15.3
50036,17.7
50037,17.7
50038,11.7
50039,7.3
50040,8.5
50041,3.3
50042,21.7
50043,6.1
50044,3.7
50045,43.07
50046,23.3
50047,10.1
50048,34.27
50049,18.5
50050,7.7
50051,3.3
50052,6.1
50053,17.3
50054,8.1
50055,4.1
50056,10.9
50057,4.1
50058,6.1
50059,4.9
50060,6.1
50061,6.1
50062,5.7
50063,29.87
50064,4.9
50065,24.67
50066,4.5
50067,6.5
50068,6.1
50069,28.27
50070,9.3
50071,4.5
50072,8.1
50073,8.5
50074,5.3
50075,13.7
50076,8.1
50077,11.7
50078,7.7
50079,4.5
50080,10.9
50081,8.5
50082,12.1
50083,10.9
50084,7.7
50085,14.9
50086,6.1
50087,4.9
50088,5.3
50089,5.3
50090,9.3
50091,17.7
50092,28.1
50093,5.3
50094,6.1
50095,12.1
50096,9.7
50097,9.3
50098,4.9
50099,9.7
50100,49.57
50101,7.3
50102,25.87
50103,7.7
50104,26.1
50105,4.9
50106,8.9
50107,14.5
50108,37.7
50109,2.5
50110,25.3
50111,16.1
50112,7.3
50113,10.5
50114,14.1
50115,5.7
50116,5.7
50117,4.5
50118,16.5
50119,16.27
50120,7.7
50121,6.9
50122,8.9
50123,4.9
50124,2.5
50125,6.5
50126,6.5
50127,10.9
50128,10.9
50129,4.5
50130,6.1
50131,11.3
50132,3.7
50133,6.1
50134,20.5
50135,7.3
50136,6.5
50137,6.1
50138,3.3
50139,4.1
50140,12.5
50141,19.7
50142,10.1
50143,7.3
50144,21.3
50145,6.5
50146,13.3
50147,10.5
50148,16.1
50149,7.3
50150,6.9
50151,7.7
50152,11.7
50153,8.1
50154,7.7
50155,6.5
50156,6.5
50157,17.7
50158,10.1
50159,7.7
50160,24.9
50161,6.9
50162,6.5
50163,8.9
50164,4.1
50165,5.3
50166,5.3
50167,13.3
50168,8.5
50169,9.3
50170,20.1
50171,4.5
50172,4.9
50173,14.1
50174,8.9
50175,4.9
50176,7.7
50177,4.1
50178,6.5
50179,8.9
50180,12.1
50181,28.5
50182,12.9
50183,4.1
50184,14.5
50185,7.7
50186,22.5
50187,6.5
50188,6.5
50189,4.9
50190,6.1
50191,21.3
50192,4.1
50193,6.1
50194,12.9
50195,14.1
50196,3.7
50197,11.7
50198,11.3
50199,9.7
50200,6.9
50201,6.5
50202,14.9
50203,13.3
50204,10.1
50205,4.5
50206,5.7
50207,9.7
50208,14.5
50209,7.3
50210,7.7
50211,4.1
50212,6.9
50213,16.5
50214,5.7
50215,10.9
50216,22.5
50217,4.9
50218,9.3
50219,5.3
50220,6.9
50221,3.7
50222,4.1
50223,7.3
50224,14.1
50225,11.3
50226,6.9
50227,5.3
50228,12.9
50229,7.7
50230,5.7
50231,10.9
50232,2.5
50233,7.3
50234,13.3
50235,7.7
50236,8.1
50237,5.7
50238,2.9
50239,9.7
50240,6.9
50241,4.9
50242,7.3
50243,7.7
50244,8.1
50245,2.9
50246,7.7
50247,11.7
50248,10.5
50249,14.1
50250,7.7
50251,10.9
50252,4.1
50253,3.3
50254,4.9
50255,9.7
50256,32.67
50257,7.7
50258,6.9
50259,5.3
50260,4.1
50261,8.1
50262,10.5
50263,12.9
50264,3.7
50265,10.1
50266,40.5
50267,10.9
50268,5.7
50269,5.3
50270,7.3
50271,5.7
50272,5.3
50273,6.5
50274,7.7
50275,11.7
50276,5.3
50277,2.5
50278,9.7
50279,10.9
50280,5.7
50281,11.3
50282,3.7
50283,8.1
50284,12.5
50285,6.5
50286,6.1
50287,8.1
50288,6.1
50289,13.3
50290,10.1
50291,18.9
50292,6.1
50293,10.9
50294,10.9
50295,3.7
50296,4.5
50297,28.9
50298,18.5
50299,6.1
50300,8.5
50301,6.9
50302,8.5
50303,4.1
50304,8.9
50305,8.1
50306,6.9
50307,10.5
50308,23.3
50309,4.1
50310,11.7
50311,4.9
50312,4.5
50313,4.1
50314,6.9
50315,5.7
50316,11.7
50317,45.0
50318,11.7
50319,8.1
50320,4.9
50321,4.1
50322,6.1
50323,4.5
50324,14.5
50325,4.1
50326,30.1
50327,9.7
50328,4.5
50329,8.1
50330,8.1
50331,7.3
50332,13.7
50333,12.1
50334,4.1
50335,4.5
50336,5.7
50337,8.9
50338,45.0
50339,10.1
50340,7.7
50341,5.7
50342,14.9
50343,15.3
50344,8.5
50345,6.1
50346,5.7
50347,7.7
50348,26.1
50349,14.5
50350,49.57
50351,6.9
50352,6.1
50353,8.9
50354,6.1
50355,4.5
50356,5.3
50357,7.3
50358,6.5
50359,8.1
50360,7.3
50361,6.5
50362,5.7
50363,5.7
50364,7.3
50365,10.9
50366,4.1
50367,9.3
50368,4.9
50369,8.9
50370,8.9
50371,10.9
50372,16.9
50373,6.1
50374,6.1
50375,18.1
50376,7.3
50377,4.9
50378,6.9
50379,11.3
50380,4.1
50381,13.3
50382,20.5
50383,4.9
50384,18.9
50385,7.7
50386,3.7
50387,8.9
50388,9.7
50389,6.9
50390,10.5
50391,6.1
50392,6.1
50393,6.9
50394,5.7
50395,13.7
50396,34.0
50397,2.9
50398,45.0
50399,14.1
50400,16.1
50401,7.3
50402,10.5
50403,9.7
50404,6.1
50405,9.7
50406,32.27
50407,8.5
50408,8.1
50409,5.7
50410,5.7
50411,6.9
50412,10.5
50413,6.9
50414,8.5
50415,5.7
50416,7.3
50417,10.5
50418,8.9
50419,4.9
50420,8.9
50421,4.1
